HZ,fft
368.8155922,1.2466078
369.148759,0.9616381
369.4819257,1.2982492
369.8150925,0.66229373
370.1482592,1.1830425
370.481426,0.91244096
370.8145927,1.6619711
371.1477595,2.2881093
371.4809262,2.526895
371.814093,0.99694496
372.1472597,0.7054105
372.4804265,1.2206415
372.8135932,1.7352538
373.14676,1.189339
373.4799267,1.4692827
373.8130935,0.8457309
374.1462602,0.75479597
374.479427,1.3842703
374.8125937,0.8863691
375.1457605,3.0814984
375.4789272,23.40427
375.812094,2.9212086
376.1452607,1.6723303
376.4784275,0.5541042
376.8115942,0.80061054
377.144761,0.47579017
377.4779277,0.58749
377.8110945,0.9241195
378.1442612,0.9640394
378.477428,1.5617168
378.8105947,1.2224463
379.1437615,0.4039143
379.4769282,0.203521
379.810095,0.0556189
380.1432617,1.5769227
380.4764285,0.7901116
380.8095952,0.36385936
381.142762,0.07613033
381.4759287,0.41849244
381.8090955,0.7696537
382.1422622,1.1632246
382.475429,1.508312
382.8085957,3.0099928
383.1417625,1.1485627
383.4749292,1.0981458
383.808096,1.2549604
384.1412627,0.41854554
384.4744295,0.38095593
384.8075962,0.8095057
385.140763,0.97049296
385.4739297,0.9882619
385.8070965,0.5023153
386.1402632,2.17732
386.47343,1.1917614
386.8065967,0.9312131
387.1397635,0.97869647
387.4729302,0.6693763
387.806097,0.59935343
388.1392637,0.3543859
388.4724305,1.1340752
388.8055972,0.6339978
389.138764,1.8782613
389.4719307,0.6018808
389.8050975,1.835857
390.1382642,2.0146344
390.471431,2.0681837
390.8045977,1.0128604
391.1377645,0.29691938
391.4709312,0.63282025
391.804098,0.74233097
392.1372647,0.48911425
392.4704315,0.5269405
392.8035982,0.71894956
393.136765,0.72328764
393.4699317,1.4621366
393.8030985,0.26036555
394.1362652,0.3073804
394.469432,1.2029916
394.8025987,0.45289826
395.1357655,0.09770001
395.4689322,0.37344468
395.802099,1.3728704
396.1352657,0.83274233
396.4684325,2.1547902
396.8015992,1.070075
397.134766,2.0255513
397.4679327,1.5528754
397.8010995,1.9197499
398.1342662,0.8665825
398.467433,0.6454039
398.8005997,0.6099115
399.1337665,1.1581825
399.4669332,0.9277921
399.8001,3.8632023
400.1332667,1.9427478
400.4664334,1.7082435
400.7996002,1.3640617
401.1327669,0.48318362
401.4659337,1.2392266
